259,瑶林____,ようりんけいじゅ,◆１,瓊樹,,＊『世説新語-賞誉』,"➡瑶林瓊樹／瑤林瓊樹（ようりんけいじゅ）
人品が卑しくなく高潔で、人並みすぐれていること。〈漢検四字熟語辞典〉
★玉のように美しい林や木の意。
●H10-3㈣書／●H16-3㈣書／●H21-3㈣書／●H24-2㈣書",
260,衣錦____,いきんしょうけい,◆１,尚絅,,＊『中庸-三三』,"➡衣錦尚絅（いきんしょうけい）
才能や徳を外にあらわに出さないこと。〈漢検四字熟語辞典〉
★「尚」は、加える、添え着すること。
★錦を衣(ｷ)てその上に薄絹（絅）をかける意。
「錦(ﾆｼｷ)を衣(ｷ)て絅(ｹｲ)を尚(ｸﾜ)う」
●H22-2㈣書／●H24-1㈣書／●H26-1㈣書／●H27-3㈣書",
261,____明珠,よくいめいしゅ,◆１,薏苡,,＊『後漢書-馬援伝』,"➡薏苡明珠（よくいめいしゅ）
無実の嫌疑をかけられること。〈漢検四字熟語辞典〉
★「薏苡」は、はとむぎ。花は数珠玉に似ており白い種子は食用･薬用にされる。
★「明珠」は、宝玉。
★中国後漢の馬援が、交趾(ｺｳｼ:今のベトナム)から持ち帰った車一台分の薏苡の実を都の人々は南方の珍しいものだとおもい、宝玉だと天子に讒言する者もあり天子の怒りに触れたという故事から。
●H08-2㈣書／●H22-2㈣書／●H27-1㈣書／●H29-1㈣書",
262,____濫觴,こうしらんしょう,◆１,嚆矢,,＊『不明』,"➡嚆矢濫觴（こうしらんしょう）
物事の始まり、おこり。〈漢検四字熟語辞典〉
★「嚆矢」は、かぶら矢の意で、昔戦いの開始のしるしにかぶら矢を敵陣に射かけたことから、物事のはじまりをいう。
★「濫觴」は、大河もそのはじまりは觴(ｻｶｽﾞｷ)にあふれるほどの小さな流れであることから、同じく物事のはじめの意。
●H06-1㈣書／●H14-3㈣書",
263,____虎頸,えんがんこけい,◆１,燕頷,,＊『後漢書-班超伝』,"➡燕頷虎頸（えんがんこけい）
燕のような顎(ｱｺﾞ)と、虎のような頸(ｸﾋﾞ)。遠国の諸侯となる人相をいう。〈漢検四字熟語辞典〉
★「燕頷」は、武力に秀でた人物の骨相。
★中国後漢の班超(ﾊﾝﾁｮｳ)は生まれながらに燕のようなあごと虎のような頸をしており、はじめ官に雇われ筆書の仕事をしていた。あるとき筆を投じて異域で戦功を立てた張騫(ﾁｮｳｹﾝ)のようにありたいと志し、占い師に見せた所、遠方で侯に封ぜられる人相という。果たしてのち万里の外に遠征し戦勝して定遠侯(ﾃｲｴﾝｺｳ)に封ぜられた故事から。
類：燕頷虎頭（えんがんことう）／類：燕頷投筆（えんがんとうひつ）
●H13-1㈣書／●H15-2㈣書／●H25-1㈣書",
264,一望____,いちぼうむぎん,◆１,無垠,,＊『不明』,"➡一望無垠（いちぼうむぎん）
ひと目で彼方まで広々と見渡されること。〈漢検四字熟語辞典〉
★「無垠」は、果てしないこと。「垠」は地の果て。
類：一望千頃（いちぼうせんけい）／類：天涯一望（てんがいいちぼう）／類：一望千里（いちぼうせんり）
「一望(ｲﾁﾎﾞｳ)垠(ﾊﾃ)無し」
●H28-1㈣書",
265,____艶質,けんしえんしつ,◆１,姸姿,妍姿,＊『白居易-李夫人』,"➡姸姿艶質／妍姿艶質（けんしえんしつ）
美しく艶やかな姿や肉体のこと。〈漢検四字熟語辞典〉
★「姸」と「艶」は、なまめかしい、あでやかの意。
★「艶質」は、あでやかな生まれつきのこと。
●H27-1㈣書",
266,____瓊樹,ようりんけいじゅ,◆１,瑶林,瑤林,＊『世説新語-賞誉』,"➡瑶林瓊樹／瑤林瓊樹（ようりんけいじゅ）
人品が卑しくなく高潔で、人並みすぐれていること。〈漢検四字熟語辞典〉
★玉のように美しい林や木の意。
●H10-3㈣書／●H16-3㈣書／●H21-3㈣書／●H24-2㈣書",
267,____相逢,へいすいそうほう,◆１,萍水,,＊『王勃-滕王閣序』,"➡萍水相逢（へいすいそうほう）
人と人とが偶然に知り合いになること。〈漢検四字熟語辞典〉
★萍(ｳｷｸｻ)と水とが出会うように、旅先などで偶然知り合いになる意。
「萍水(ﾍｲｽｲ)相(ｱｲ)逢(ｱ)う」
●H26-1㈣書",
268,____動地,かんてんどうち,◆１,撼天,,＊『不明』,"➡撼天動地（かんてんどうち）
活動の目覚ましいことの形容。また、音声の大きいことのたとえ。〈漢検四字熟語辞典〉
★「撼」は、揺り動かす意。
★天地を揺り動かす意。
類：震天動地（しんてんどうち）／類：驚天動地（きょうてんどうち）／類：震天駭地（しんてんがいち）
●R01-3㈣書",
269,海市____,かいししんろう,◆１,蜃楼,,＊『駢字類編-四六引･隋唐遺事』,"➡海市蜃楼（かいししんろう）
現実性に乏しい考えや理論。また、根拠がなくありもしないこと。〈漢検四字熟語辞典〉
★「海市」と「蜃楼」は、蜃気楼のこと。
類：空中楼台（くうちゅうろうだい）／類：蜃楼海市（しんろうかいし）／類：砂上の楼閣（さじょうのろうかく）
●H06-1㈣書／●H15-3㈣書／●H22-1㈣書／●H29-2㈣書／●R01-1㈣書",
270,____吹影,"ろうじんすいえい
るじんすいえい",◆１,鏤塵,,＊『関尹子･一字』,"➡鏤塵吹影（ろうじんすいえい／るじんすいえい）
無駄な努力。やりがいのないことのたとえ。〈漢検四字熟語辞典〉
★影を吹いて動かそうとしたり、塵(ﾁﾘ)に彫刻しようとする意から。
類：吹影鏤塵（すいえいろうじん／すいえいるじん）
「影(ｶｹﾞ)を吹き塵(ﾁﾘ)に鏤(ﾁﾘﾊﾞ)む」
●H07-1㈣書／●H29-3㈣書",
271,____虚喝,どうぎきょかつ,◆１,恫疑,,＊『史記-蘇秦伝』,"➡恫疑虚喝（どうぎきょかつ）
心中ではびくびくしながら相手をおどすこと。〈漢検四字熟語辞典〉
★「恫疑」は、恐れてためらう。
★「虚喝」は、虚勢をはっておどすこと。からおどし。こけおどし。
★略して「恫喝」ともいう。
●H12-3㈣書／●H24-2㈣書",
272,狗尾____,"くびぞくちょう
こうびぞくちょう",◆１,続貂,,＊『晋書-趙王倫伝』,"➡狗尾続貂（くびぞくちょう／こうびぞくちょう）
官爵を乱発するのをののしる語。また、劣った者がすぐれた者のあとを続けることのたとえ。〈漢検四字熟語辞典〉
★「狗尾」は、犬の尾。
★「貂」は、てん。
★晋の趙王倫(ﾁｮｳｵｳﾘﾝ)の一族が力を得てみな高位高官に登り、貂(ﾃﾝ)の尾で飾った冠をつけたため、当時の人がこの様子では貂が不足し犬の尾の飾りの冠を付けるほかないと罵ったという故事から。
類：続貂之譏（ぞくちょうのそしり）
●H09-3㈣書／●H25-3㈣書／●H29-2㈣書",
273,____羽衣,げいしょううい,◆１,霓裳,,＊『白居易-長恨歌』,"➡霓裳羽衣（げいしょううい）
薄い絹などで作った女性の美しく軽やかな衣装。また、舞曲の名。天女を歌った西域伝来のものという。中国、唐の玄宗皇帝が愛した楊貴妃(ﾖｳｷﾋ)はこの舞を得意とした。〈漢字ペディア〉
★「霓裳」は、虹のように美しく曳く裳(ﾓｽｿ)の意。
★「羽衣」は、天(ｱﾏ)のはごろもで、天人が着て空を飛ぶという、鳥のはねで作った薄く軽い衣のこと。
●H12-1㈣書／●H16-1㈣書／●H18-1㈣書／●H25-2㈣書／●H27-3㈣書／●R01-1㈣書",
274,____企佇,かくりつきちょ,◆１,鶴立,,＊『三国志-魏書･陳思王植伝』,"➡鶴立企佇（かくりつきちょ）
心から待ち望むこと。〈漢検四字熟語辞典〉
★「企」は、つまさき立つこと。
★「佇」は、待ち望む意。
★鶴が立っている姿のように、つまさきだって、人や物事を待ち望む意。
類：延頸鶴望（えんけいかくぼう）／類：延頸挙踵（えんけいきょしょう）
●H19-2㈣書／●H22-1㈣書",
275,春蛙____,"しゅんあしゅうぜん
しゅんあしゅうせん",◆１,秋蟬,秋蝉,＊『楊泉-物理論』,"➡春蛙秋蟬／春蛙秋蝉（しゅんあしゅうぜん／しゅんあしゅうせん）
うるさいだけで、何の役にも立たない無用の言論。〈漢字ペディア〉
★春の蛙と秋の蟬の意で、いずれもやかましく鳴くことから。
類：蛙鳴蟬噪（あめいせんそう）／類：蛙鳴雀噪（あめいじゃくそう）／類：驢鳴犬吠（ろめいけんばい）
●H07-2㈣書",
276,____不遇,かんかふぐう,◆１,轗軻,坎軻,＊『北史-文苑伝･序』,"➡轗軻不遇／坎軻不遇（かんかふぐう）
思い通りに事が運ばす、地位や境遇に恵まれないこと。〈漢検四字熟語辞典〉
★「轗軻」は、事がうまく進まない様子のことで、転じて、志を得ないことのたとえ。
★「不遇」は、不運で、相応の地位･境遇を得ていないこと。
●H13-1㈣書",
277,____皓歯,しゅしんこうし,◆１,朱脣,朱唇,＊『楚辞-大招』,"➡朱脣皓歯／朱唇皓歯（しゅしんこうし）
美人の形容。〈漢検四字熟語辞典〉
★赤い脣(ｸﾁﾋﾞﾙ)と皓(ｼﾛ)い歯の意から。
●H09-2㈣書",
278,____満車,てきかまんしゃ,◆１,擲果,,＊『晋書-潘岳伝』,"➡擲果満車（てきかまんしゃ）
非常に人気があり評判なこと。また、非常な美少年のこと。〈漢検四字熟語辞典〉
★晋の潘岳(ﾊﾝｶﾞｸ)は、容貌が非常に美しく、洛陽の町を行くと婦人たちは彼を取り巻いて果物を投げつけ、果物で車がいっぱいになったという故事から。
「擲果(ﾃｷｶ)、車に満つ」
●H23-3㈣書",
279,____伏櫪,ろうきふくれき,◆１,老驥,,＊『曹操-歩出夏門行』,"➡老驥伏櫪（ろうきふくれき）
人が年老いてもなお大きな志をいだくことのたとえ。〈漢検四字熟語辞典〉
★年老いてしまった駿馬（老驥）が用いられることなく、馬屋（櫪）のねだに伏し横たわっていながら、なお千里を駆けようとする志を捨てない意。
「老驥(ﾛｳｷ)、櫪(ﾚｷ)に伏(ﾌ)す」
●H06-1㈣書／●H15-3㈣書／●H18-2㈣書／●H22-1㈣書／●H25-3㈣書／●R01-1㈣書",
280,____嘲哳,"おうあちょうたつ
おうあとうたつ",◆１,嘔啞,嘔唖,＊『白居易-琵琶行』,"➡嘔啞嘲哳／嘔唖嘲哳（おうあちょうたつ／おうあとうたつ）
洗練されておらず、調子に狂った聞き苦しい乱雑な音のこと。また、子供が喧しく騒ぎ立てている声のこと。〈漢検四字熟語辞典〉
★「嘔啞」は、子供の話す声、やかましく鳴る音の形容。
★「嘲哳」は、騒々しいみだらな音がするさま。また、調子はずれで下品な音のさま。
●H10-3㈣書／●H14-1㈣書／●H16-1㈣書／●H17-3㈣書／●H21-1㈣書／●H24-1㈣書",
281,牽攣____,けんれんかいかく,◆１,乖隔,,＊『白居易-与微之書』,"➡牽攣乖隔（けんれんかいかく）
心は互いにひかれあいながら遠くへ隔たっていること。〈漢検四字熟語辞典〉
★「牽攣」は、互いに心引かれる意。
★「乖隔」は、遠く離れていること。
●H17-3㈣書／●H24-3㈣書／●H27-2㈣書",
282,袒裼____,たんせきらてい,◆１,裸裎,,＊『孟子-公孫丑･上』,"➡袒裼裸裎（たんせきらてい）
はなはだ無礼なこと。〈漢検四字熟語辞典〉
★「袒裼」は、ひじをあらわす、肌脱ぎになること。
★「裸裎」は、裸になること。
●H08-3㈣書／●H15-1㈣書／●H17-2㈣書／●H19-1㈣書／●H23-1㈣書／●H26-2㈣書／●H28-2㈣書",
283,____燕説,えいしょえんせつ,◆１,郢書,,＊『韓非子-外儲説･左上』,"➡郢書燕説（えいしょえんせつ）
こじつけること。意味のないことをあれこれとこじつけて、もっともらしく説明すること。〈漢検四字熟語辞典〉
★昔、郢の人が燕国の大臣に手紙を書いたとき、灯火が暗かったので「燭を挙げよ」と命じたところ、誤ってこの言葉を手紙に書きこんでしまった。ところが、これ読んだ燕の大臣は、これを「賢人を登用せよ」という意味にとって実行し、その結果国がよく治まったという故事から。
●H09-2㈣書／●H18-3㈣書／●H24-1㈣書",
284,牝牡____,ひんぼりこう,◆１,驪黄,,＊『列子-説符』,"➡牝牡驪黄（ひんぼりこう）
物事は外見にとらわれず、その本質を見抜くことが大切であるということ。〈漢検四字熟語辞典〉
★「驪黄」は、黒色と黄色。驪は黒色の馬。
★中国秦の穆公(ﾎﾞｯｺｳ)は駿馬を求めていた。馬を見る名人伯楽(ﾊｸﾗｸ)のすすめで九方皐(ｷｭｳﾎｳｺｳ)に名馬を探させに行かせると、黄色い牝馬を見つけたという報告を受けた。上機嫌の穆公であったが、いざ馬を連れ帰ると黒い牡馬だったことから、不機嫌になった穆公は馬の色や性別を弁別できないことを怒ったのに対し、伯楽は色や性別などの見た目にこだわらずに自然に備わった能力をこそ見るべきだと説いた。その馬は比類なき天下の名馬であったという故事から。
●H08-3㈣書",
285,博引____,はくいんぼうしょう,◆１,旁証,,＊『内田魯庵-緑蔭茗話』,"➡博引旁証（はくいんぼうしょう）
広く資料を引用し、根拠をあげて事を論ずること。〈漢検四字熟語辞典〉
★「博引」は、広く資料を集めて引用すること。
★「旁証」は、あまねく根拠を示すこと。
類：博引旁捜（はくいんぼうそう）／類：考証該博（こうしょうがいはく）
●H12-2㈣書／●H17-2㈣書",
286,環堵____,かんとしょうぜん,◆１,蕭然,,＊『陶潜-五柳先生伝』,"➡環堵蕭然（かんとしょうぜん）
家が非常に狭くて、さびしくみすぼらしいさま。〈漢検四字熟語辞典〉
★「環堵」は、家の周りの垣根が、一堵四方しかないもの。狭い家をいう。
★「蕭然」は、物寂しいさま。
類：環堵之室（かんとのしつ）／類：家徒四壁（かとしへき）
「環堵蕭然、風日(ﾌｳｼﾞﾂ)を蔽(ｵｵ)わず」
●H30-1㈣書",
287,____法守,どうきほうしゅ,◆１,道揆,,＊『孟子-離婁･上』,"➡道揆法守（どうきほうしゅ）
道理を以て物事をはかり定め、法度をみずから守る。〈漢検四字熟語辞典〉
★「道揆」は上位者、「法守」は、下位者。
「上(ｶｲ)に道揆(ﾄﾞｳｷ)なく、下(ｼﾓ)に法守(ﾎｳｼｭ)なし」
●H28-2㈣書",
288,図南____,となんほうよく,◆１,鵬翼,,＊『荘子-逍遥遊』,"➡図南鵬翼（となんほうよく）
大志を抱き大事業をしようと試みることのたとえ。〈故事俗信ことわざ大辞典〉
★「図」は、計画する意。
★鵬(ﾎｳ)という大きな鳥が九万里も空高く舞い上がり、南の海に飛んでいこうと企てたことから。
類：図南之翼（となんのよく）
●H07-2㈣書",
289,鉤章____,こうしょうきょくく,◆１,棘句,,＊『韓愈-貞曜先生墓誌銘』,"➡鉤章棘句／鈎章棘句（こうしょうきょくく）
非常に読みにくく難しい文章のこと。奇怪で難解な文章。〈漢検四字熟語辞典〉
★「鉤章」は、釣り針のようにひっかかりのある文章。
★「棘句」は、とげのある句。
●R01-3㈣書",
290,洗垢____,せんこうさくはん,◆１,索瘢,,＊『後漢書-趙壱伝』,"➡洗垢索瘢（せんこうさくはん）
他人の欠点や誤りをどこまでも追求してほじくり出すたとえ。〈漢検四字熟語辞典〉
★「瘢」は、痕、傷痕の意から、欠点や過失の意。
★垢を洗い落としてまで傷を索(ｻｶﾞ)す意。
類：洗垢求瘢（せんこうきゅうはん）／類：吹毛求疵（すいもうきゅうし）
「垢(ｱｶ)を洗いて瘢(ｷｽﾞ)を索(ﾓﾄ)む」
●H08-2㈣書",
291,____徇私,おうほうじゅんし,◆１,枉法,,＊『管子･七臣七主』,"➡枉法徇私（おうほうじゅんし）
規則を枉げて私利私欲に走ること。〈漢検四字熟語辞典〉
★「枉法」は、法律をまげる意。
★「徇私」は私利にとらわれる意。
「法を枉(ﾏ)げて私に徇(ｼﾀｶﾞ)う」
●H07-3㈣書",
292,七縦____,しちしょうしちきん,◆１,七擒,,＊『三国志-蜀書･諸葛亮伝･注』,"➡七縦七擒（しちしょうしちきん）
敵を捕らえたり逃がしたりして味方にすること。〈漢検四字熟語辞典〉
★「七縦」は、七回縦(ﾊﾅ)つこと。
★「七擒」は、七回擒(ﾄﾗ)えること。
★中国三国時代、蜀の諸葛亮が敵将の孟獲を七回擒(ﾄﾘｺ)にして、七回縦(ﾊﾅ)ったところ、ついに背かなくなったという故事から。
類：七擒七縦（しちきんしちしょう）
●H18-3
●H20-2㈣書／●R01-1㈣書",
293,摩頂____,まちょうほうしょう,◆１,放踵,,＊『孟子-尽心･上』,"➡摩頂放踵（まちょうほうしょう）
自分の身を犠牲にして、他人の為に尽くすこと。〈漢検四字熟語辞典〉
★頭の先から足の踵(ｶｶﾄ)まで摩(ｽ)り減らす意。
「頂(ｲﾀﾀﾞｷ)を摩(ﾏ)して踵(ｸﾋﾞｽ)に放(ｲﾀ)る」
●H08-3㈣書",
294,____斧柯,ごうもうふか,◆１,毫毛,,＊『戦国策-魏策』,"➡毫毛斧柯（ごうもうふか）
わざわいは小さいうちに取り除くべきだということ。〈漢検四字熟語辞典〉
★「毫毛」は、細い毛のことから、芽生え時の小さな木にたとえる。
★「斧柯」は、斧の柄のこと。
★芽生えの小さいときに抜き取らないと、やがて倒すのに斧が必要なほどの大木になってしまうという意から。
●H18-2㈣書",
295,____撫琴,たいろぶきん,◆１,対驢,,＊『不明』,"➡対驢撫琴（たいろぶきん）
愚かな者に物の道理を説いても役に立たないたとえ。〈漢検四字熟語辞典〉
★驢馬(ﾛﾊﾞ)に向かって琴を爪弾くことから。
類：対牛弾琴（たいぎゅうだんきん）／類：馬耳東風（ばじとうふう）
「驢に対して琴を撫(ﾌﾞ)す」
●H27-2㈣書",
296,毫毛____,ごうもうふか,◆１,斧柯,,＊『戦国策-魏策』,"➡毫毛斧柯（ごうもうふか）
わざわいは小さいうちに取り除くべきだということ。〈漢検四字熟語辞典〉
★「毫毛」は、細い毛のことから、芽生え時の小さな木にたとえる。
★「斧柯」は、斧の柄のこと。
★芽生えの小さいときに抜き取らないと、やがて倒すのに斧が必要なほどの大木になってしまうという意から。
●H18-2㈣書",
297,____北暢,なんこうほくちょう,◆１,南洽,,＊『漢書-終軍伝』,"➡南洽北暢（なんこうほくちょう）
天子の威光と恩恵が四方八方に広く行き渡ること。〈漢検四字熟語辞典〉
★南にひろまり（南洽）、北にのびる（北暢）意。
●H22-1㈣書／●H27-1㈣書",
298,危言____,きげんかくろん,◆１,覈論,,＊『後漢書-郭太伝』,"➡危言覈論（きげんかくろん）
激しく議論を戦わせること。〈漢検四字熟語辞典〉
★「危言」は、身の危険を顧みず直言すること。
★「覈論」は、きびしく論ずる意。
●H25-1㈣書／●H27-2㈣書",
299,宵衣____,しょういかんしょく,◆１,旰食,,＊『唐書-劉蕡伝』,"➡宵衣旰食（しょういかんしょく）
天子が朝早くから夜遅くまで熱心に政治に励むこと。〈漢検四字熟語辞典〉
★夜明け前（宵）から正服を着て政治に励み、太陽が沈んで（旰）から夕食をとること。
★略して「宵旰」ともいう。
●H22-3㈣書／●H25-2㈣書／●H29-3㈣書",
300,____松茂,ちくほうしょうも,◆１,竹苞,,＊『詩経-小雅･斯干』,"➡竹苞松茂（ちくほうしょうも）
新築家屋の落成を祝う語。〈漢検四字熟語辞典〉
★「竹苞」は、竹が叢(ﾑﾗ)がり生えているように堅固なことで、家の下部構造を褒める語。
★「松茂」は、松が青々と茂っているように見事な意で、上部の組み立てを褒める語。
●R01-3㈣書",
301,槐門____,かいもんきょくろ,◆１,棘路,,＊『平家･一一』,"➡槐門棘路（かいもんきょくろ）
政界の最高幹部のこと。もとは、中国周代の三公と九卿のことをいう。〈漢検四字熟語辞典〉
★中国周代、朝廷の庭の三公(最も高い三つの官位)が位置すべき所に三本の槐(ｴﾝｼﾞｭ:マメ科の落葉高木)を植え、九卿の位置を示すために九本の棘(ｲﾊﾞﾗ)を植えたという故事から。
類：三槐九棘（さんかいきゅうきょく）／類：公卿大夫（こうけいたいふ）
●H24-2㈣書／●H27-2㈣書",
302,昼耕____,ちゅうこうやしょう,◆１,夜誦,,＊『魏書-崔光伝』,"➡昼耕夜誦（ちゅうこうやしょう）
貧乏な生活の中で勉学に励むこと。〈漢検四字熟語辞典〉
★昼間は畑を耕して仕事をし、夜になってから書物をそらんじて勉強をする意から。
類：蛍窓雪案（けいそうせつあん）／類：蛍雪之功（けいせつのこう）／類：断薺画粥（だんせいかくしゅく）
「昼は耕(ﾀｶﾞﾔ)し夜は誦(ｼｮｳ)す」
●H29-2㈣書",
303,往事____,おうじぼうぼう,◆１,茫茫,,＊『星巌先生遺稿･前編-鴨沂小隠集･吉野懐古』,"➡往事茫茫（おうじぼうぼう）
過ぎ去った昔のことは遠くかすかで明らかでない。〈漢検四字熟語辞典〉
★「往事」は、過去の出来事。
★「茫茫」は、はっきりしないさま。
●H05-2㈣書",
304,____括羽,ぞくれいかつう,◆１,鏃礪,鏃砺,＊『説苑-建本』,"➡鏃礪括羽／鏃砺括羽（ぞくれいかつう）
学識を磨いて、世に役立つ人材になること。〈漢検四字熟語辞典〉
★「括羽」は、矢筈(ﾔﾊｽﾞ)と鳥羽の意。
★竹に礪(ﾄ)いだ鏃(ﾔｼﾞﾘ)をつけ、さらに矢筈(ﾔﾊｽﾞ)と鳥羽をつけて鋭い矢にすることから。
●H21-2㈣書／●H23-3㈣書／●H30-2㈣書",
305,冒雨____,ぼううせんきゅう,◆１,剪韮,剪韭,＊『郭林宗別伝』,"➡冒雨剪韮／冒雨剪韭（ぼううせんきゅう）
友人の来訪をよろこんでもてなすこと。〈漢検四字熟語辞典〉
★雨の中外に出て、韮(ﾆﾗ)を摘みご馳走を作る意から。
「雨を冒(ｵｶ)して韭(ﾆﾗ)を剪(ｷ)る」
●H07-2㈣書／●H10-1㈣書",
306,為虎____,いこふよく,◆１,傅翼,,＊『韓非子-難勢』,"➡為虎傅翼（いこふよく）
強い者にさらに力をつけること。〈漢検四字熟語辞典〉
★強い虎に翼をつけて空を自由に飛ぶ能力も与えるということから。
類：為虎添翼（いこてんよく）／類：傅虎以翼（ふこいよく）
「虎の為(ﾀﾒ)に翼(ﾖｸ)を傅(ﾂ)く」
●H13-1㈣書／●H26-2㈣書／●H30-2㈣書",
307,____細膩,ささいさいじ,◆１,瑣砕,,＊『紅楼夢･一回』,"➡瑣砕細膩（ささいさいじ）
情のこまやかなこと。〈漢検四字熟語辞典〉
★「瑣砕」は、こまやかなこと、心を細やかに砕くこと。
★「細膩」は、きめ細かなこと。
●H20-3㈣書／●H23-1㈣書／●H24-3㈣書／●H28-1㈣書",
308,____面命,ていじめんめい,◆１,提耳,,＊『詩経-大雅･抑』,"➡提耳面命（ていじめんめい）
懇切に教え諭すことのたとえ。〈漢検四字熟語辞典〉
★「提耳」は、耳を引き上げ寄せること。
★「面命」は目前で言いつける、目の前で教え諭すこと。
★耳に口を近づけ面と向かって教え諭す意。
★中国、衛(ｴｲ)の武公が、年若くして即位したために事の是非がまだ判断できない周の厲(ﾚｲ)王に対して、国政の安泰を願い、かんで含めるようにうたったという詩の一節から。
類：三令五申（さんれいごしん）／類：耳提面訓（じていめんくん）／類：耳提面命（じていめんめい）／類：面命耳提（めんめいじてい）
「耳(ﾐﾐ)を提(ﾃｲ)して面(ﾏﾉｱﾀﾘ)に命(ﾒｲ)ず」
●H28-1㈣書",
309,____黄馘,こうこうこうかく,◆１,槁項,,＊『荘子-列禦寇』,"➡槁項黄馘（こうこうこうかく）
貧乏などでやつれ切った顔のたとえ。〈漢検四字熟語辞典〉
★「槁項」は、やせ細った首筋。
★「馘」は、顔。
★やせ細った首と疲れ果てて黄色くなった顔の意。
●H25-3㈣書／●H30-2㈣書",
310,人心____,じんしんしゅうらん,◆１,収攬,,＊『陳舜臣-阿片戦争』,"➡人心収攬（じんしんしゅうらん）
多くの人の気持ちをうまくつかんでまとめること。また、人々の信頼を得ること。〈漢検四字熟語辞典〉
★「人心」は、多くの人の心のこと。
★「収攬」は、集めて自分の手に握る意。
類：人心籠絡（じんしんろうらく）／類：妖言惑衆（ようげんわくしゅう）
●H14-2㈣書",
311,____大悟,かつぜんたいご,◆１,豁然,,＊『祖庭事苑』,"➡豁然大悟（かつぜんたいご）
迷いや疑いがにわかに解けて、真理を悟ること。〈漢検四字熟語辞典〉
★「豁然」は、からっと開けるさま。
★「大悟」は、大いに悟る、悟りを開く、迷いを脱して真理を悟ること。
●H12-2㈣書／●H16-3㈣書",
312,____非宝,せきへきひほう,◆１,尺璧,,＊『淮南子-原道訓』,"➡尺璧非宝（せきへきひほう）
時間は何よりも貴重であるということ。〈漢検四字熟語辞典〉
★「尺璧」は、直径が一尺もある大きな宝玉のこと。
★尺璧も時間の貴重さと比較すれば、宝物とは言えないという意。
「尺璧(ｾｷﾍｷ)は宝(ﾀｶﾗ)に非(ｱﾗ)ず」
●H22-1㈣書／●H27-1㈣書",
313,三世____,さんせいいっさん,◆１,一爨,,＊『唐書-崔邠伝』,"➡三世一爨（さんせいいっさん）
三代の家族が一つの家に同居すること。〈漢検四字熟語辞典〉
★三代の一族が一つの爨(ｶﾏﾄﾞ)で煮炊きして住む意。
類：三世同居（さんせいどうきょ）／類：三世同爨（さんせいどうさん）／類：三世同堂（さんせいどうどう）
●H23-2㈣書／●H27-2㈣書",
314,車載____,しゃさいとりょう,◆１,斗量,,＊『三国志-呉書･呉主権伝-注』,"➡車載斗量（しゃさいとりょう）
人や物の数や量が多くてはかりきれないことのたとえ。〈漢検四字熟語辞典〉
★車に載せ、斗(ﾏｽ)で量る意。
「車に載せ斗(ﾏｽ)もて量(ﾊｶ)る」
●H22-2㈣書／●H27-1㈣書",
315,____深識,こうらんしんしき,◆１,洽覧,,＊『晋書-束晢伝』,"➡洽覧深識（こうらんしんしき）
見聞が広く知識が深く豊富であること。〈漢検四字熟語辞典〉
★「洽覧」は、あまねく見る。
★「深識」は、知識が広く深い意。
類：博聞多識（はくぶんたしき）／類：博学洽聞（はくがくこうぶん）／類：博覧強識（はくらんきょうしき）
●H04-1㈣書",
316,朮羹____,じゅっこうがいしゅ,◆１,艾酒,,＊『歳時広記-端午･上･金門歳節』,"➡朮羹艾酒（じゅっこうがいしゅ）
朮(ｵｹﾗ)でつくった羹(ｱﾂﾓﾉ)と艾(ﾖﾓｷﾞ)がはいった酒のこと。昔、洛陽の人たちが五月の節句を祝うためにつくった。〈漢検四字熟語辞典〉
●H24-2㈣書／●H29-1㈣書",
317,____群吠,"ゆうけんぐんばい
ゆうけんぐんべい",◆１,邑犬,,＊『楚辞-九章･懐沙』,"➡邑犬群吠（ゆうけんぐんばい／ゆうけんぐんべい）
つまらない者たちが集まって、あれこれと人の悪口を言ったり騒ぎ立てたりするさま。〈漢字ペディア〉
★村里の犬が群がって、盛んに吠え立てる意から。
●H08-3㈣書",
318,____長蛇,えんえんちょうだ,◆１,蜿蜿,"蜿蜒
蜒蜒",＊『不明』,"➡蜿蜿長蛇／蜿蜒長蛇／蜒蜒長蛇（えんえんちょうだ）
蛇のようにうねうねと長く続くこと。〈漢検四字熟語辞典〉
★「蜿蜒」は、蛇などがうねうね行くさま。
★「長蛇」は、長い蛇の意で、転じて長い列の形容。
類：紆余委蛇（うよいだ）
●H08-2㈣書",
319,画脂____,"がしろうひょう
かくしろうひょう",◆１,鏤氷,,＊『塩鉄論-殊路』,"➡画脂鏤氷（がしろうひょう／かくしろうひょう）
苦労して効果のないたとえ。また、力を無用なところに用いるたとえ。〈漢検四字熟語辞典〉
★「画脂」は、油に絵を描くこと。
★「鏤氷」は、氷に彫刻をすること。
類：凋氷画脂（ちょうひょうがし）／類：鏤氷雕朽（ろうひょうちょうきゅう）
「脂(ｱﾌﾞﾗ)に画(ｴｶﾞ)き氷に鏤(ﾁﾘﾊﾞ)む」
●H23-3㈣書",
320,____流爛,えんまんりゅうらん,◆１,衍曼,衍漫,＊『史記-司馬相如伝』,"➡衍曼流爛／衍漫流爛（えんまんりゅうらん）
悪が広くはびこり、世の中全体に広がっていくこと。〈漢検四字熟語辞典〉
★「衍曼」は、広がりはびこること。
★「流爛」は、布(ｼ)き散る、散り散りになる意。
●H10-1㈣書",
